-- Sw Krw Kro J
0.010000	0.000100	0.980100	98.989899
0.020000	0.000400	0.960400	48.979591
0.030000	0.000900	0.940900	32.302406
0.040000	0.001600	0.921600	23.958334
0.050000	0.002500	0.902500	18.947371
0.060000	0.003600	0.883600	15.602839
0.070000	0.004900	0.864900	13.210447
0.080000	0.006400	0.846400	11.413046
0.090000	0.008100	0.828100	10.012212
0.100000	0.010000	0.810000	8.888890
0.110000	0.012100	0.792100	7.967315
0.120000	0.014400	0.774400	7.196971
0.130000	0.016900	0.756900	6.542884
0.140000	0.019600	0.739600	5.980067
0.150000	0.022500	0.722500	5.490196
0.160000	0.025600	0.705600	5.059524
0.170000	0.028900	0.688900	4.677534
0.180000	0.032400	0.672400	4.336043
0.190000	0.036100	0.656100	4.028589
0.200000	0.040000	0.640000	3.750000
0.210000	0.044100	0.624100	3.496081
0.220000	0.048400	0.608400	3.263403
0.230000	0.052900	0.592900	3.049124
0.240000	0.057600	0.577600	2.850877
0.250000	0.062500	0.562500	2.666666
0.260000	0.067600	0.547600	2.494802
0.270000	0.072900	0.532900	2.333841
0.280000	0.078400	0.518400	2.182540
0.290000	0.084100	0.504100	2.039825
0.300000	0.090000	0.490000	1.904762
0.310000	0.096100	0.476100	1.776531
0.320000	0.102400	0.462400	1.654412
0.330000	0.108900	0.448900	1.537766
0.340000	0.115600	0.435600	1.426026
0.350000	0.122500	0.422500	1.318682
0.360000	0.129600	0.409600	1.215279
0.370000	0.136900	0.396900	1.115402
0.380000	0.144400	0.384400	1.018677
0.390000	0.152100	0.372100	0.924760
0.400000	0.160000	0.360000	0.833334
0.410000	0.168100	0.348100	0.744110
0.420000	0.176400	0.336400	0.656816
0.430000	0.184900	0.324900	0.571197
0.440000	0.193600	0.313600	0.487014
0.450000	0.202500	0.302500	0.404042
0.460000	0.211600	0.291600	0.322063
0.470000	0.220900	0.280900	0.240869
0.480000	0.230400	0.270400	0.160258
0.490000	0.240100	0.260100	0.080034
0.500000	0.250000	0.250000	0.000002
0.510000	0.260100	0.240100	-0.080031
0.520000	0.270400	0.230400	-0.160255
0.530000	0.280900	0.220900	-0.240865
0.540000	0.291600	0.211600	-0.322059
0.550000	0.302500	0.202500	-0.404039
0.560000	0.313600	0.193600	-0.487011
0.570000	0.324900	0.184900	-0.571193
0.580000	0.336400	0.176400	-0.656812
0.590000	0.348100	0.168100	-0.744107
0.600000	0.360000	0.160000	-0.833331
0.610000	0.372100	0.152100	-0.924756
0.620000	0.384400	0.144400	-1.018673
0.630000	0.396900	0.136900	-1.115398
0.640000	0.409600	0.129600	-1.215275
0.650000	0.422500	0.122500	-1.318678
0.660000	0.435600	0.115600	-1.426021
0.670000	0.448900	0.108900	-1.537762
0.680000	0.462400	0.102400	-1.654408
0.690000	0.476099	0.096100	-1.776527
0.700000	0.489999	0.090000	-1.904757
0.710000	0.504099	0.084100	-2.039820
0.720000	0.518399	0.078400	-2.182534
0.730000	0.532899	0.072900	-2.333834
0.740000	0.547599	0.067600	-2.494796
0.750000	0.562499	0.062500	-2.666659
0.760000	0.577599	0.057600	-2.850869
0.770000	0.592899	0.052900	-3.049116
0.780000	0.608399	0.048400	-3.263393
0.790000	0.624099	0.044100	-3.496071
0.800000	0.639999	0.040000	-3.749988
0.810000	0.656099	0.036100	-4.028576
0.820000	0.672399	0.032400	-4.336028
0.830000	0.688899	0.028900	-4.677516
0.839999	0.705599	0.025600	-5.059504
0.849999	0.722499	0.022500	-5.490173
0.859999	0.739599	0.019600	-5.980039
0.869999	0.756899	0.016900	-6.542850
0.879999	0.774399	0.014400	-7.196931
0.889999	0.792099	0.012100	-7.967267
0.899999	0.809999	0.010000	-8.888832
0.909999	0.828099	0.008100	-10.012139
0.919999	0.846399	0.006400	-11.412952
0.929999	0.864899	0.004900	-13.210324
0.939999	0.883599	0.003600	-15.602670
0.949999	0.902499	0.002500	-18.947126
0.959999	0.921599	0.001600	-23.957947
0.969999	0.940899	0.000900	-32.301708
0.979999	0.960399	0.000400	-48.978001
0.989999	0.980099	0.000100	-98.983437
